StateCo,StateAb,DivName,DivId,DivCo,PPName,Status,PremisesName,Address1,Address2,Address3,Locality,AddrStateAb,Postcode,PPId,AdvPremisesName,AdvAddress,AdvLocality,AdvBoothLocation,AdvGateAccess,EntrancesDesc,Lat,Long,CCD,WheelchairAccess,OrdVoteEst,DecVoteEst,NoOrdIssuingOff,NoOfDecIssuingOff
"2","NSW","Banks","103","1","Allawah","Current","PJ Ferry Reserve Community Hall","147B Bellevue Pde","","","ALLAWAH","NSW","2218","31","PJ Ferry Reserve Community Hall","cnr Bellevue Pde & Blakesley Rd","ALLAWAH","","","Blakesley Rd Bellevue Pde","-33.9767897","151.1148974","1137911","Assisted","1423","211","4","2"
"2","NSW","Banks","103","1","Allawah South","Current","St Raphael's Church Hall","84 George St","","","SOUTH HURSTVILLE","NSW","2221","67","St Raphael's Church Hall","84 George St","SOUTH HURSTVILLE","","","George St","-33.9756000","151.1110000","1137414","Assisted","981","106","3","1"
"2","NSW","Banks","103","1","Beverly Hills North (Banks)","Current","Beverly Hills North Public School","1-3 Shorter Ave","","","BEVERLY HILLS","NSW","2209","56500","Beverly Hills North Public School","1-3 Shorter Ave  ","BEVERLY HILLS","","","Entrance:Shorter Ave","-33.9413000","151.0750000","1136705","Assisted","377","0","1","0"
"2","NSW","Banks","103","1","Beverly Hills South (Banks)","Current","Beverly Hills Public School","562 King Georges Rd","","","BEVERLY HILLS","NSW","2209","79612","Public School","562 King Georges Rd  ","BEVERLY HILLS","","","King Georges Rd","-33.9528000","151.0850000","1136837","Full","739","0","2","0"
"2","NSW","Banks","103","1","Blakehurst North","Current","Blakehurst High School","270A Woniora Rd","","","BLAKEHURST","NSW","2221","46","High School","270A Woniora Rd","BLAKEHURST","","","Woniora Rd","-33.9814000","151.1130000","1137447","Assisted","513","201","2","2"
"2","NSW","Banks","103","1","Carlton South (Banks)","Current","Carlton South Public School","67 Jubilee Ave","","","CARLTON","NSW","2218","56472","Carlton South Public School","67 Jubilee Ave  ","CARLTON","","Jubilee Ave & Ecole St","Jubilee Ave Ecole St","-33.9727000","151.1280000","1137908","Assisted","1432","252","4","3"
"2","NSW","Banks","103","1","Carlton West","Current","St Cuthbert's Church Hall","34 Park Rd","","","CARLTON","NSW","2218","65","St Cuthbert's Church Hall","34 Park Rd","CARLTON","","","Park Rd","-33.9763447","151.1206652","1137918","Assisted","1257","219","4","2"
"2","NSW","Banks","103","1","Connells Point (Banks)","Current","Connells Point Public School","Riverview Ave","","","CONNELLS POINT","NSW","2221","42","Public School","Riverview Ave","CONNELLS POINT","","","Riverview Ave","-33.9855000","151.1000000","1137444","Assisted","2173","143","6","2"
"2","NSW","Banks","103","1","East Hills","Current","1st East Hills Scout Hall","629 Henry Lawson Dr","","","EAST HILLS","NSW","2213","2","1st East Hills Scout Hall","629 Henry Lawson Dr","EAST HILLS","","","MacLaurin Ave","-33.9611817","150.9820540","1135904","Assisted","1347","192","4","2"
"2","NSW","Banks","103","1","Hurstville (Banks)","Current","Hurstville Senior Citizens Centre","91 Queens Rd","","","HURSTVILLE","NSW","2220","79613","Senior Citizens Centre","91 Queens Rd","HURSTVILLE","","","Queens Rd","-33.9642000","151.1020000","1136831","Full","417","0","2","0"
"2","NSW","Banks","103","1","Hurstville East (Banks)","Current","Hurstville Public School","72 Forest Rd","","","HURSTVILLE","NSW","2220","79614","Public School","72 Forest Rd  ","HURSTVILLE","","","Forest Rd Orange St","-33.9641000","151.1110000","1136836","Assisted","307","0","1","0"
"2","NSW","Banks","103","1","Hurstville Grove","Current","Hurstville Grove Infants School","81 Lansdowne St","","","PENSHURST","NSW","2222","45","Hurstville Grove Infants School","81 Lansdowne St","PENSHURST","","","Lansdowne St","-33.9729154","151.0909386","1137120","Assisted","1888","88","5","1"
"2","NSW","Banks","103","1","Hurstville South","Current","Hurstville South Public School","38-48 Maher St","","","HURSTVILLE","NSW","2220","43","Hurstville South Public School","38-48 Maher St  ","HURSTVILLE","","","Maher St","-33.9726000","151.0990000","1137412","Assisted","1132","115","3","1"
"2","NSW","Banks","103","1","Lugarno","Current","Lugarno Public School","38 Old Forest Rd","","","LUGARNO","NSW","2210","4","Public School","38 Old Forest Rd  ","LUGARNO","","","Old Forest Rd","-33.9850150","151.0454806","1137236","Assisted","2882","130","8","2"
"2","NSW","Banks","103","1","Mortdale Central","Current","Mortdale Community Centre","2B Boundary Rd","","","MORTDALE","NSW","2223","55","Community Centre","2B Boundary Rd  ","MORTDALE","","","","-33.9748397","151.0781603","1136903","Full","1934","133","5","2"
"2","NSW","Banks","103","1","Mortdale East","Current","Mortdale Public School","Coleborne Ave","","","MORTDALE","NSW","2223","56","Public School","Coleborne Ave","MORTDALE","","","Coleborne Ave","-33.9727000","151.0810000","1137129","Assisted","1759","132","5","2"
"2","NSW","Banks","103","1","Mortdale West","Current","Penshurst West Public School","Scott St","","","MORTDALE","NSW","2223","5","Penshurst West Public School","Scott St","MORTDALE","","","Scott St","-33.9615619","151.0731878","1136912","Assisted","2089","171","6","2"
"2","NSW","Banks","103","1","Narwee","Current","Narwee Public School","61-65 Broad Arrow Rd","","","NARWEE","NSW","2209","6","Public School","61-65 Broad Arrow Rd","NARWEE","","","Broad Arrow Rd","-33.9482000","151.0690000","1137013","Assisted","2654","233","7","2"
"2","NSW","Banks","103","1","Oatley","Current","Oatley Public School","51 Letitia St","","","OATLEY","NSW","2223","58","Public School","51 Letitia St  ","OATLEY","","Neville St","Neville St","-33.9847000","151.0810000","1137111","Assisted","1985","225","5","2"
"2","NSW","Banks","103","1","Oatley East","Appointment","Oatley Anglican Church Hall","57 Rosa St","","","OATLEY","NSW","2223","83630","Anglican Church Hall","57 Rosa St","OATLEY","","","","-33.9841934","151.0823710","1137114","Assisted","857","67","3","1"
"2","NSW","Banks","103","1","Oatley West","Current","Oatley West Public School","Oatley Park Ave","","","OATLEY","NSW","2223","59","Oatley West Public School","Oatley Park Ave","OATLEY","","","Oatley Park Ave","-33.9796000","151.0650000","1136916","Assisted","2620","127","7","2"
"2","NSW","Banks","103","1","Padstow","Current","Padstow Park Public School","Segers Ave","","","PADSTOW","NSW","2211","7","Padstow Park Public School","Segers Ave","PADSTOW","","","Segers Ave Faraday Rd","-33.9542000","151.0310000","1135816","Assisted","2070","355","6","3"
"2","NSW","Banks","103","1","Padstow Central","Appointment","Padstow Congregational Church Hall","59 Faraday Rd","","","PADSTOW","NSW","2211","83624","Congregational Church Hall","59 Faraday Rd","PADSTOW","","","","-33.9557200","151.0317070","1135814","Assisted","1186","129","3","2"
"2","NSW","Banks","103","1","Padstow East","Current","Padstow Senior Citizens Centre","17 Cahors Rd","","","PADSTOW","NSW","2211","8","Senior Citizens Centre","17 Cahors Rd","PADSTOW","","","Cahors Rd","-33.9490000","151.0300000","1135809","Assisted","1814","418","5","4"
"2","NSW","Banks","103","1","Padstow South","Current","Padstow Heights Public School","94 Chamberlain Rd","","","PADSTOW HEIGHTS","NSW","2211","10","Public School","94 Chamberlain Rd","PADSTOW HEIGHTS","","","Henry Kendall Ave","-33.9664348","151.0305364","1135840","Assisted","2644","180","7","2"
"2","NSW","Banks","103","1","Panania","Current","Panania Senior Citizens Centre","77 Anderson Ave","","","PANANIA","NSW","2213","11","Senior Citizens Centre","77 Anderson Ave","PANANIA","","","Peffer St","-33.9551000","150.9990000","1135958","Assisted","1160","106","3","1"
"2","NSW","Banks","103","1","Panania Central","Current","2nd Panania Scouts Hall","21 Wilson St","","","PANANIA","NSW","2213","12","2nd Panania Scout Hall","21 Wilson St","PANANIA","","","Wilson St","-33.9519000","150.9980000","1135916","Assisted","1175","85","3","1"
"2","NSW","Banks","103","1","Panania North","Current","Panania North Public School","202-204 Bransgrove Rd","","","PANANIA","NSW","2213","13","Panania North Public School","202-204 Bransgrove Rd","PANANIA","","","Bransgrove Rd","-33.9451000","150.9990000","1135953","Assisted","2184","264","6","3"
"2","NSW","Banks","103","1","Panania South","Current","Panania Public School","21A Lawler St","","","PANANIA","NSW","2213","14","Public School","21A Lawler St  ","PANANIA","","Lambeth St","Lambeth St Picnic Point Rd","-33.9661000","151.0000000","1135949","Assisted","2603","209","7","2"
"2","NSW","Banks","103","1","Peakhurst East","Current","Peakhurst Public School","65A Bonds Rd","","","PEAKHURST","NSW","2210","16","Public School","65A Bonds Rd  ","PEAKHURST","","Bailey Pde","Bailey Pde","-33.9553000","151.0610000","1137214","Assisted","2145","209","6","2"
"2","NSW","Banks","103","1","Peakhurst South","Current","Peakhurst South Public School","45 Pindari Rd","","","PEAKHURST HEIGHTS","NSW","2210","17","Peakhurst South Public School","45 Pindari Rd  ","PEAKHURST HEIGHTS","","","Pindari Rd","-33.9728147","151.0555257","1137233","Assisted","2007","125","6","2"
"2","NSW","Banks","103","1","Peakhurst West","Current","Peakhurst West Public School","Ogilvy St","","","PEAKHURST","NSW","2210","18","Peakhurst West Public School","Ogilvy St","PEAKHURST","","","Ogilvy St Belmore Rd","-33.9616492","151.0489593","1137224","Assisted","2751","204","7","2"
"2","NSW","Banks","103","1","Penshurst","Current","Wesley Penshurst Uniting Church Hall","96 Penshurst St","","","PENSHURST","NSW","2222","19","Wesley Uniting Church Hall","96 Penshurst St","PENSHURST","","","Penshurst St","-33.9622390","151.0860540","1136934","Assisted","1413","165","4","2"
"2","NSW","Banks","103","1","Penshurst Central","Current","Penshurst Girls Campus","2 Austral St","","","PENSHURST","NSW","2222","60","Penshurst Girls Campus","2 Austral St","PENSHURST","","","Austral St","-33.9641000","151.0870000","1136929","Assisted","2137","209","6","2"
"2","NSW","Banks","103","1","Picnic Point North","Current","Picnic Point High School","61 Kennedy St","","","PICNIC POINT","NSW","2213","22","High School","61 Kennedy St","PICNIC POINT","","","Kennedy St","-33.9649000","151.0100000","1135924","Assisted","2155","159","6","2"
"2","NSW","Banks","103","1","Picnic Point South","Appointment","1st Picnic Point Scout Hall","23 Carinya Rd","","","PICNIC POINT","NSW","2213","83635","1st Picnic Point Scout Hall","23 Carinya Rd  ","PICNIC POINT","","","","-33.9804039","150.9967331","1135923","Assisted","514","14","2","1"
"2","NSW","Banks","103","1","Revesby","Current","Revesby YMCA","184 The River Rd","","","REVESBY","NSW","2212","57281","YMCA Bankstown","184 The River Rd","REVESBY","","","The River Rd","-33.9542157","151.0166996","1136028","Assisted","1633","245","5","3"
"2","NSW","Banks","103","1","Revesby North (Banks)","Current","Revesby Public School","67 Victoria St","","","REVESBY","NSW","2212","25","Public School","67 Victoria St  ","REVESBY","","","Victoria St","-33.9447000","151.0170000","1136018","Assisted","2618","254","7","3"
"2","NSW","Banks","103","1","Revesby South","Current","Revesby South Public School","Mars St","","","REVESBY","NSW","2212","26","Revesby South Public School","Mars St","REVESBY","","","The River Rd Vega St","-33.9605000","151.0170000","1136033","Assisted","2647","278","7","3"
"2","NSW","Banks","103","1","Riverwood East (Banks)","Current","Hannans Road Public School","32 Hannans Rd","","","RIVERWOOD","NSW","2210","3","Hannans Road Public School","32 Hannans Rd  ","RIVERWOOD","","","Hannans Rd","-33.9459000","151.0580000","1137320","Assisted","1386","244","4","3"
"2","NSW","Banks","103","1","Riverwood North","Current","Riverwood Public School","11 Union St","","","RIVERWOOD","NSW","2210","27","Public School","11 Union St","RIVERWOOD","","","Union St","-33.9476795","151.0470880","1137313","Assisted","1248","242","4","3"
"2","NSW","Banks","103","1","Riverwood South","Current","St Andrew's Church Hall","9 Littleton St","","","RIVERWOOD","NSW","2210","28","St Andrew's Church Hall","9 Littleton St","RIVERWOOD","","","Littleton St","-33.9524734","151.0532173","1137303","Assisted","1596","177","4","2"
"2","NSW","Banks","103","1","Sydney (Banks)","Current","Sydney Town Hall","George St","","","SYDNEY","NSW","2000","14011","Town Hall","George St","SYDNEY","","Sydney Town Hall Square","via Town Hall Square","-33.8730501","151.2064528","1133740","Assisted","160","0","0","0"
"2","NSW","Barton","104","2","Arncliffe","Current","Arncliffe Community Centre Coronation Hall","23 Barden St","","","ARNCLIFFE","NSW","2205","32","Community Centre Coronation Hall","23 Barden St","ARNCLIFFE","","","Entrance: Barden Street","-33.9380000","151.1440000","1137533","Full","1280","154","4","2"
"2","NSW","Barton","104","2","Arncliffe Central","Current","Arncliffe Public School","168 Princes Hwy","","","ARNCLIFFE","NSW","2205","34","Public School","168 Princes Hwy","ARNCLIFFE","School Hall","Segenhoe Street","Entrance by Segenhoe Avenue only","-33.9406000","151.1470000","1137503","Assisted","1513","141","4","2"
"2","NSW","Barton","104","2","Arncliffe North","Appointment","Bayside Anglican Church","54 Forest Rd","","","ARNCLIFFE","NSW","2205","83610","Bayside Anglican Church","54 Forest Rd","ARNCLIFFE","","Pitt-Owen Ave","","-33.9396420","151.1434930","1137531","Assisted","907","60","3","1"
"2","NSW","Barton","104","2","Arncliffe West","Current","Athelstane Public School","2 Athelstane Ave","","","ARNCLIFFE","NSW","2205","2642","Athelstane Public School","2 Athelstane Ave  ","ARNCLIFFE","","","Entrance: Gates in Athelstane Avenue and Wollongong Road","-33.9374000","151.1380000","1137513","None","2392","206","6","2"
"2","NSW","Barton","104","2","Bardwell Park","Current","Bardwell Park Infants School","4 Crewe Lane","","","BARDWELL PARK","NSW","2207","2643","Infants School","4 Crewe Lane  ","BARDWELL PARK","","","Gate at 4 Crew Lane, Bardwell  Park NSW 2207. Laneway at Darley Road, Bardwell Park","-33.9338000","151.1250000","1137730","None","1128","70","3","1"
"2","NSW","Barton","104","2","Beverly Hills","Current","St Bede's Anglican Church Hall","119 Morgan St","","","BEVERLY HILLS","NSW","2209","2645","St Bede's Church Hall","119 Morgan St","BEVERLY HILLS","","","119 Morgan St Beverly Hills NSW 2209","-33.9492000","151.0830000","1137009","Assisted","1213","150","4","2"
"2","NSW","Barton","104","2","Beverly Hills Central","Current","Beverly Hills Uniting Church Hall","82 Ponyara Rd","","","BEVERLY HILLS","NSW","2209","2670","Uniting Church Hall","82 Ponyara Rd","BEVERLY HILLS","","","Door at 82 Ponyara Road, BEVERLY HILLS","-33.9470000","151.0790000","1137028","None","908","324","3","3"
"2","NSW","Barton","104","2","Beverly Hills South (Barton)","Current","Beverly Hills Public School","562 King Georges Rd","","","BEVERLY HILLS","NSW","2209","2646","Public School","562 King Georges Rd  ","BEVERLY HILLS","","","King Georges Rd","-33.9528000","151.0850000","1136837","Full","798","115","2","1"
"2","NSW","Barton","104","2","Bexley","Current","Bexley Baptist Church","484 Forest Rd","","","BEXLEY","NSW","2207","2647","Baptist Church Hall","484 Forest Rd","BEXLEY","","","gateway 484 Forest Road, BEXLEY","-33.9515000","151.1250000","1137639","None","2198","195","6","2"
"2","NSW","Barton","104","2","Bexley East","Current","Bexley Public School","330-354 Forest Rd","","","BEXLEY","NSW","2207","2640","Public School","330-354 Forest Rd","BEXLEY","","Albyn St","Gate in Albyn Street, BEXLEY for Disabled Parking. Gate at 330 Forest Road, BEXLEY Lane at Frederick Street, ROCKDALE","-33.9467000","151.1280000","1138102","Full","1728","199","5","2"
"2","NSW","Barton","104","2","Bexley North","Current","Bexley North Public School","116 Kingsland Rd","","","BEXLEY NORTH","NSW","2207","2649","Public School","116 Kingsland Rd","BEXLEY NORTH","","Wilkinson St","Gate at 116 Kingsland Rd N, BEXLEY NORTH Driveway for disabled at Wilkinson Rd, BEXLEY NORTH Gate at Benjamin Street, BEXLEY NORTH","-33.9407000","151.1210000","1137726","Assisted","1355","69","4","1"
"2","NSW","Barton","104","2","Bexley North Park","Appointment","Kingsgrove/Bexley North Community Centre","54A Shaw St","","","BEXLEY NORTH","NSW","2207","2662","Community Centre","54A Shaw St  ","BEXLEY NORTH","","","Gate entrance","-33.9383000","151.1090000","1137723","Assisted","1669","109","5","1"
"2","NSW","Barton","104","2","Bexley South","Appointment","Sydney Technical High School","686 Forest Rd","","","BEXLEY","NSW","2207","83607","Sydney Technical High School","686 Forest Rd","BEXLEY","","","Gate at Forest Road, BEXLEY","-33.9625000","151.1130000","1137622","Assisted","1214","60","4","1"
"2","NSW","Barton","104","2","Bexley West","Current","Bexley West Uniting Church Hall","80A St Georges Rd","","","BEXLEY","NSW","2207","2650","Uniting Church Hall","80A St Georges Rd","BEXLEY","","","Doors at 80A St Georges Rd, BEXLEY","-33.9522000","151.1140000","1137625","Full","2124","134","6","2"
"2","NSW","Barton","104","2","Brighton North","Appointment","St Mark's Anglican Church Hall","3 Trafalgar St","","","BRIGHTON-LE-SANDS","NSW","2216","83605","St Mark's Anglican Church Hall","3 Trafalgar St","BRIGHTON-LE-SANDS","","","3 Trafalgar Street, Brighton-Le-Sands","-33.9605000","151.1540000","1138024","None","1061","45","3","1"
"2","NSW","Barton","104","2","Brighton-Le-Sands (Barton)","Current","Brighton-Le-Sands Public School","35 Crawford Rd","","","BRIGHTON-LE-SANDS","NSW","2216","38","Public School","35 Crawford Rd","BRIGHTON-LE-SANDS","","","School gate in Crawford Street","-33.9627000","151.1480000","1138027","Assisted","2047","365","6","4"
"2","NSW","Barton","104","2","Canterbury South","Current","Canterbury South Public School","20 High St","","","CANTERBURY","NSW","2193","2652","Canterbury South Public School","20 High St  ","CANTERBURY","","France St","France St pedestrian gate","-33.9175000","151.1160000","1136313","Assisted","2076","364","6","4"
"2","NSW","Barton","104","2","Carlton","Current","Carlton Public School","60 Cameron St","","","BEXLEY","NSW","2207","2653","Carlton Public School","60 Cameron St","BEXLEY","","","Cameron Street gate","-33.9624000","151.1240000","1137614","Assisted","2435","204","7","2"
"2","NSW","Barton","104","2","Carlton South (Barton)","Current","Carlton South Public School","67 Jubilee Ave","","","CARLTON","NSW","2218","47","Carlton South Public School","67 Jubilee Ave  ","CARLTON","","Jubilee Ave & Ecole St","Jubilee Ave Ecole St","-33.9727000","151.1280000","1137908","Assisted","1043","0","3","0"
"2","NSW","Barton","104","2","Clemton Park","Current","Clemton Park Public School","185 Bexley Rd","","","KINGSGROVE","NSW","2208","2656","Clemton Park Public School","185 Bexley Rd  ","KINGSGROVE","","","Main Gate on Miller Street, Kingsgrove Front Gate at 185 Bexley Road, Earlwood","-33.9295100","151.1089700","1136434","Assisted","2417","305","7","3"
"2","NSW","Barton","104","2","Clemton Park West","Appointment","Clemton Park Baptist Church","9 Shackel Ave","","","KINGSGROVE","NSW","2208","83606","Clemton Park Baptist Church","9 Shackel Ave","KINGSGROVE","","","","-33.9303611","151.0995890","1136440","Assisted","901","50","3","1"
"2","NSW","Barton","104","2","Earlwood","Appointment","Earlwood Uniting Church Hall","16 William Street","","","EARLWOOD","NSW","2206","83609","Uniting Church Hall","16 William St   ","EARLWOOD","","","Doorway at 16 William Street, Earlwood","-33.9274000","151.1230000","1136447","Assisted","1169","40","3","1"
"2","NSW","Barton","104","2","Earlwood Central","Current","Our Lady of Lourdes Church Hall","St James Ave","","","EARLWOOD","NSW","2206","2660","Our Lady of Lourdes Church Hall","St James Ave  ","EARLWOOD","","","Entrance to hall from St.James Ave","-33.9281000","151.1270000","1136415","Assisted","1505","143","4","2"
"2","NSW","Barton","104","2","Earlwood South","Current","Earlwood Public School","396 Homer St","","","EARLWOOD","NSW","2206","2661","Public School","396 Homer St","EARLWOOD","","","Gate on 396 Homer Street, EARLWOOD Gate on Richard Avenue, EARLWOOD","-33.9283000","151.1240000","1136414","Assisted","2935","213","8","2"
"2","NSW","Barton","104","2","Hurlstone Park (Barton)","Current","Creative Dance Co","67 Duntroon St","","","HURLSTONE PARK","NSW","2193","79724","Creative Dance Co","67 Duntroon St","HURLSTONE PARK","","","","-33.9085070","151.1324440","1139215","Assisted","513","0","2","0"
"2","NSW","Barton","104","2","Hurstville (Barton)","Current","Hurstville Senior Citizens Centre","91 Queens Rd","","","HURSTVILLE","NSW","2220","2663","Senior Citizens Centre","91 Queens Rd","HURSTVILLE","","","Queens Rd","-33.9642000","151.1020000","1136831","Full","1501","268","4","3"
"2","NSW","Barton","104","2","Hurstville East (Barton)","Current","Hurstville Public School","72 Forest Rd","","","HURSTVILLE","NSW","2220","2664","Public School","72 Forest Rd  ","HURSTVILLE","","","Forest Rd Orange St","-33.9641000","151.1110000","1136836","Assisted","1571","221","4","2"
"2","NSW","Barton","104","2","Hurstville North","Current","Kingsway Scout Hall","74 Barnards Ave","","","HURSTVILLE","NSW","2220","2665","Kingsway Scout Hall","74 Barnards Ave  ","HURSTVILLE","","","Barnards Ave","-33.9544000","151.0960000","1136810","None","1873","126","5","2"
"2","NSW","Barton","104","2","Kingsgrove","Current","South-West Evangelical Church Hall","4 Morgan St","","","KINGSGROVE","NSW","2208","2666","South-West Evangelical Church Hall","4 Morgan St","KINGSGROVE","","","Gate 4 Morgan Street, Kingsgrove","-33.9401000","151.1030000","1137704","Assisted","873","119","3","1"
"2","NSW","Barton","104","2","Kingsgrove North (Barton)","Current","Kingsgrove North High School","2 St Albans Rd","","","KINGSGROVE","NSW","2208","79715","Kingsgrove North High School","2 St Albans Rd","KINGSGROVE","","","School Gate at 2 St Albans Road School Gate at Richland Road, Kingsgrove","-33.9338500","151.0962100","1136438","Assisted","494","0","2","0"
"2","NSW","Barton","104","2","Kingsgrove South","Current","Kingsgrove High School","Kingsgrove Rd","","","KINGSGROVE","NSW","2208","2667","High School","Kingsgrove Rd  ","KINGSGROVE","","","School Gate on Kingsgrove Rd, Kingsgrove School Gate on Rayment Ave, Kingsgrove","-33.9494000","151.1020000","1137720","Assisted","1566","188","4","2"
"2","NSW","Barton","104","2","Kogarah Central","Current","Kogarah High School","22A Gladstone St","","","KOGARAH","NSW","2217","50","High School","22A Gladstone St  ","KOGARAH","","","Gate at Gladstone Street, KOGARAH","-33.9616000","151.1360000","1137817","Assisted","2252","394","6","4"
"2","NSW","Barton","104","2","Kyeemagh","Current","Kyeemagh Public School","cnr Jacobson Ave & Beehag St","","","KYEEMAGH","NSW","2216","51","Public School","cnr Jacobson Ave & Beehag St  ","KYEEMAGH","","","Beehag Street","-33.9497000","151.1610000","1138001","None","1031","160","3","2"
"2","NSW","Barton","104","2","Marrickville Park","Appointment","Marrickville Uniting Church","388 Illawarra Rd","","","MARRICKVILLE","NSW","2204","1016","Uniting Church Hall","388 Illawarra Rd","MARRICKVILLE","","","Entrance: Illawarra Rd","-33.9154803","151.1503777","1132604","Assisted","1485","374","4","4"
"2","NSW","Barton","104","2","Marrickville South","Current","Ferncourt Public School","74 Premier St","","","MARRICKVILLE","NSW","2204","1010","Ferncourt Public School","74 Premier St","MARRICKVILLE","","","Entrance: Premier St","-33.9207000","151.1520000","1132635","Assisted","1006","139","3","2"
"2","NSW","Barton","104","2","Marrickville West","Current","Marrickville West Public School","cnr Beauchamp St & Livingstone Rd","","","MARRICKVILLE","NSW","2204","1011","Marrickville West Public School","cnr Beauchamp St & Livingstone Rd  ","MARRICKVILLE","","","Entrances: 1 gated entrance from Henson Rd, 1 gated entrance from Beauchamp St & 1 gated entrance from Livingstone Rd.","-33.9144000","151.1460000","1132612","Assisted","2291","411","6","4"
"2","NSW","Barton","104","2","North Bexley North","Abolition","","","","","","","","0","","","","","","","","","0","","0","0","0","0"
"2","NSW","Barton","104","2","North Earlwood","Abolition","","","","","","","","0","","","","","","","","","0","","0","0","0","0"
"2","NSW","Barton","104","2","Rockdale","Current","Rockdale Public School","4 Lord St","","","ROCKDALE","NSW","2216","62","Public School","4 Lord St  ","ROCKDALE","","","School Gate at Lord Street, Rockdale","-33.9527000","151.1420000","1138120","Assisted","1224","144","4","2"
"2","NSW","Barton","104","2","Rockdale Central","Current","Rockdale Uniting Church Hall","5 Bay St","","","ROCKDALE","NSW","2216","63","Uniting Church Hall","5 Bay St  ","ROCKDALE","","","Bay Street Gate","-33.9537000","151.1390000","1138145","None","2370","410","6","4"
"2","NSW","Barton","104","2","Rockdale City","Appointment","Rockdale Harvest Church of Christ","3-5 Bryant St","","","ROCKDALE","NSW","2216","83616","Harvest Church of Christ","3-5 Bryant St","ROCKDALE","","","","-33.9505248","151.1396530","1138146","Assisted","707","45","2","1"
"2","NSW","Barton","104","2","Rockdale West","Current","St Joseph's Parish Centre","13 Parker St","","","ROCKDALE","NSW","2216","2671","St Joseph's Parish Centre","13 Parker St  ","ROCKDALE","","","school gates in Parker St and Walz St","-33.9504000","151.1360000","1138104","None","1291","142","4","2"
"2","NSW","Barton","104","2","Sydney (Barton)","Current","Sydney Town Hall","George St","","","SYDNEY","NSW","2000","14014","Town Hall","George St","SYDNEY","","Sydney Town Hall Square","via Town Hall Square","-33.8730501","151.2064528","1133740","Assisted","306","0","0","0"
"2","NSW","Barton","104","2","Tempe","Current","Tempe High School","119 Unwins Bridge Rd","","","TEMPE","NSW","2044","1470","High School","119 Unwins Bridge Rd  ","TEMPE","","","Entrances: Unwins Bridge Rd & Collins St","-33.9199480","151.1610947","1132817","None","1660","309","5","3"
"2","NSW","Barton","104","2","The Warren","Abolition","","","","","","","","0","","","","","","","","","0","","0","0","0","0"
"2","NSW","Barton","104","2","Turrella","Current","Arncliffe West Infants School","7 Loftus St","","","TURRELLA","NSW","2205","2641","Arncliffe West Infants School","7 Loftus St","TURRELLA","","","","-33.9318740","151.1452122","1137511","Assisted","1341","132","4","2"
"2","NSW","Barton","104","2","Undercliffe","Current","Undercliffe Public School","143 Bayview Ave","","","EARLWOOD","NSW","2206","2673","Undercliffe Public School","143 Bayview Ave","EARLWOOD","","","Gate at 143 Bayvew Avenue, EARLWOOD Gate in Homer Street, EARLWOOD","-33.9244000","151.1390000","1136451","Assisted","1964","163","5","2"
"2","NSW","Bennelong","105","3","Carlingford","Abolition","","","","","","","","0","","","","","","","","","0","","0","0","0","0"
"2","NSW","Bennelong","105","3","Carlingford (Bennelong)","Appointment","Carlingford Public School","5 Rickard St","","","CARLINGFORD","NSW","2118","634","Public School","5 Rickard St  ","CARLINGFORD","","","Rickard St - 3 gates Keeler St - 1 gate","-33.7800229","151.0553219","1147615","Assisted","1597","202","4","2"
"2","NSW","Bennelong","105","3","Carlingford East","Appointment","Roselea Public School","549 North Rocks Rd","","","CARLINGFORD","NSW","2118","33926","Roselea Public School","549 North Rocks Rd  ","CARLINGFORD","","","North Rocks Rd - Driveway, pedest gate","-33.7654000","151.0530000","1147627","Assisted","2413","238","7","2"
"2","NSW","Bennelong","105","3","Denistone","Current","Eastwood Baptist Hall","3 First Ave","","","EASTWOOD","NSW","2122","638","Baptist Hall","3 First Ave","EASTWOOD","","","Hall entry Main gate - Rutledge St Via Car Park","-33.7924400","151.0835300","1149708","Assisted","1235","124","4","2"
"2","NSW","Bennelong","105","3","Denistone East","Current","Denistone East Public School","63 Lovell Rd","","","DENISTONE EAST","NSW","2112","639","Public School","63 Lovell Rd  ","DENISTONE EAST","","","Lovell Rd - 3 gates Brabyn St - 2 gates","-33.7935000","151.0970000","1149738","Assisted","2647","153","7","2"
"2","NSW","Bennelong","105","3","Denistone South","Appointment","West Ryde Anglican Church","14 Bellevue Ave","","","WEST RYDE","NSW","2114","83564","Anglican Church","14 Bellevue Ave  ","WEST RYDE","","","","-33.8056266","151.0831800","1150312","Full","790","23","2","1"
"2","NSW","Bennelong","105","3","Denistone West","Current","Marsden High School","22A Winbourne St","","","WEST RYDE","NSW","2114","647","Marsden High School","22A Winbourne St  ","WEST RYDE","","","Winbourne St - 1 driveway & 1 gate","-33.8036000","151.0700000","1150336","Assisted","1408","128","4","2"
"2","NSW","Bennelong","105","3","East Ryde","Appointment","Ryde East Public School","12 Twin Rd","","","NORTH RYDE","NSW","2113","105","Ryde East Public School","12 Twin Rd","NORTH RYDE","","","Twin Rd - Driveway gate and path Badajoz Rd - Driveway gate and path","-33.8063669","151.1268905","1150241","Assisted","1823","121","5","2"
