StateCo,StateAb,DivName,DivCo,PPName,PremisesName,Address1,Address2,Address3,Locality,AddrStateAb,Postcode,PPId,AdvPremisesName,AdvAddress,AdvLocality,AdvBoothLocation,AdvGateAccess,Lat,Long,CCD,WheelchairAccess,OrdVoteEst,DecVoteEst,DateFrom,DateTo,TimeFrom,TimeTo
"2","NSW","Banks","1","Hurstville BANKS PPVC","Level 1, 8 Woodville St","","","","HURSTVILLE","NSW","2220","34046","Level 1, 8 Woodville St","  ","HURSTVILLE","","","-33.9663791","151.1068363","1136831","Assisted","7720","0","29/04/2019","03/05/2019","8:30","17:30"
"2","NSW","Banks","1","Hurstville BANKS PPVC","Level 1, 8 Woodville St","","","","HURSTVILLE","NSW","2220","34046","Level 1, 8 Woodville St","  ","HURSTVILLE","","","-33.9663791","151.1068363","1136831","Assisted","7720","0","06/05/2019","09/05/2019","8:30","17:30"
"2","NSW","Banks","1","Hurstville BANKS PPVC","Level 1, 8 Woodville St","","","","HURSTVILLE","NSW","2220","34046","Level 1, 8 Woodville St","  ","HURSTVILLE","","","-33.9663791","151.1068363","1136831","Assisted","7720","0","10/05/2019","10/05/2019","8:30","18:00"
"2","NSW","Banks","1","Hurstville BANKS PPVC","Level 1, 8 Woodville St","","","","HURSTVILLE","NSW","2220","34046","Level 1, 8 Woodville St","  ","HURSTVILLE","","","-33.9663791","151.1068363","1136831","Assisted","7720","0","11/05/2019","11/05/2019","9:00","16:00"
"2","NSW","Banks","1","Hurstville BANKS PPVC","Level 1, 8 Woodville St","","","","HURSTVILLE","NSW","2220","34046","Level 1, 8 Woodville St","  ","HURSTVILLE","","","-33.9663791","151.1068363","1136831","Assisted","7720","0","13/05/2019","14/05/2019","8:30","17:30"
"2","NSW","Banks","1","Hurstville BANKS PPVC","Level 1, 8 Woodville St","","","","HURSTVILLE","NSW","2220","34046","Level 1, 8 Woodville St","  ","HURSTVILLE","","","-33.9663791","151.1068363","1136831","Assisted","7720","0","15/05/2019","15/05/2019","8:30","18:00"
"2","NSW","Banks","1","Hurstville BANKS PPVC","Level 1, 8 Woodville St","","","","HURSTVILLE","NSW","2220","34046","Level 1, 8 Woodville St","  ","HURSTVILLE","","","-33.9663791","151.1068363","1136831","Assisted","7720","0","16/05/2019","16/05/2019","8:30","17:30"
"2","NSW","Banks","1","Hurstville BANKS PPVC","Level 1, 8 Woodville St","","","","HURSTVILLE","NSW","2220","34046","Level 1, 8 Woodville St","  ","HURSTVILLE","","","-33.9663791","151.1068363","1136831","Assisted","7720","0","17/05/2019","17/05/2019","8:30","18:00"
"2","NSW","Banks","1","Padstow PPVC","Padstow TAFE","Block C Dining Room","Raine Rd","","PADSTOW","NSW","2211","58722","Padstow TAFE","Block C Dining Room Raine Rd ","PADSTOW","C Block Dining Room","Raine Rd","-33.9480237","151.0259414","1135823","Full","4294","884","29/04/2019","03/05/2019","8:30","17:30"
"2","NSW","Banks","1","Padstow PPVC","Padstow TAFE","Block C Dining Room","Raine Rd","","PADSTOW","NSW","2211","58722","Padstow TAFE","Block C Dining Room Raine Rd ","PADSTOW","C Block Dining Room","Raine Rd","-33.9480237","151.0259414","1135823","Full","4294","884","06/05/2019","09/05/2019","8:30","17:30"
"2","NSW","Banks","1","Padstow PPVC","Padstow TAFE","Block C Dining Room","Raine Rd","","PADSTOW","NSW","2211","58722","Padstow TAFE","Block C Dining Room Raine Rd ","PADSTOW","C Block Dining Room","Raine Rd","-33.9480237","151.0259414","1135823","Full","4294","884","10/05/2019","10/05/2019","8:30","18:00"
"2","NSW","Banks","1","Padstow PPVC","Padstow TAFE","Block C Dining Room","Raine Rd","","PADSTOW","NSW","2211","58722","Padstow TAFE","Block C Dining Room Raine Rd ","PADSTOW","C Block Dining Room","Raine Rd","-33.9480237","151.0259414","1135823","Full","4294","884","11/05/2019","11/05/2019","9:00","16:00"
"2","NSW","Banks","1","Padstow PPVC","Padstow TAFE","Block C Dining Room","Raine Rd","","PADSTOW","NSW","2211","58722","Padstow TAFE","Block C Dining Room Raine Rd ","PADSTOW","C Block Dining Room","Raine Rd","-33.9480237","151.0259414","1135823","Full","4294","884","13/05/2019","14/05/2019","8:30","17:30"
"2","NSW","Banks","1","Padstow PPVC","Padstow TAFE","Block C Dining Room","Raine Rd","","PADSTOW","NSW","2211","58722","Padstow TAFE","Block C Dining Room Raine Rd ","PADSTOW","C Block Dining Room","Raine Rd","-33.9480237","151.0259414","1135823","Full","4294","884","15/05/2019","15/05/2019","8:30","18:00"
"2","NSW","Banks","1","Padstow PPVC","Padstow TAFE","Block C Dining Room","Raine Rd","","PADSTOW","NSW","2211","58722","Padstow TAFE","Block C Dining Room Raine Rd ","PADSTOW","C Block Dining Room","Raine Rd","-33.9480237","151.0259414","1135823","Full","4294","884","16/05/2019","16/05/2019","8:30","17:30"
"2","NSW","Banks","1","Padstow PPVC","Padstow TAFE","Block C Dining Room","Raine Rd","","PADSTOW","NSW","2211","58722","Padstow TAFE","Block C Dining Room Raine Rd ","PADSTOW","C Block Dining Room","Raine Rd","-33.9480237","151.0259414","1135823","Full","4294","884","17/05/2019","17/05/2019","8:30","18:00"
"2","NSW","Banks","1","Padstow PPVC","Padstow TAFE","Block C Dining Room","Raine Rd","","PADSTOW","NSW","2211","58722","Padstow TAFE","Block C Dining Room Raine Rd ","PADSTOW","C Block Dining Room","Raine Rd","-33.9480237","151.0259414","1135823","Full","4294","884","18/05/2019","18/05/2019","8:00","18:00"
"2","NSW","Banks","1","Sydney BANKS PPVC","Royal Exchange Building","9/56 Pitt St","","","SYDNEY","NSW","2000","97610","Royal Exchange Building","9/56 Pitt St  ","SYDNEY","","","-33.8638565","151.2092587","1133751","None","523","0","29/04/2019","03/05/2019","8:30","17:30"
"2","NSW","Banks","1","Sydney BANKS PPVC","Royal Exchange Building","9/56 Pitt St","","","SYDNEY","NSW","2000","97610","Royal Exchange Building","9/56 Pitt St  ","SYDNEY","","","-33.8638565","151.2092587","1133751","None","523","0","06/05/2019","09/05/2019","8:30","17:30"
"2","NSW","Banks","1","Sydney BANKS PPVC","Royal Exchange Building","9/56 Pitt St","","","SYDNEY","NSW","2000","97610","Royal Exchange Building","9/56 Pitt St  ","SYDNEY","","","-33.8638565","151.2092587","1133751","None","523","0","10/05/2019","10/05/2019","8:30","18:00"
"2","NSW","Banks","1","Sydney BANKS PPVC","Royal Exchange Building","9/56 Pitt St","","","SYDNEY","NSW","2000","97610","Royal Exchange Building","9/56 Pitt St  ","SYDNEY","","","-33.8638565","151.2092587","1133751","None","523","0","11/05/2019","11/05/2019","9:00","16:00"
"2","NSW","Banks","1","Sydney BANKS PPVC","Royal Exchange Building","9/56 Pitt St","","","SYDNEY","NSW","2000","97610","Royal Exchange Building","9/56 Pitt St  ","SYDNEY","","","-33.8638565","151.2092587","1133751","None","523","0","13/05/2019","14/05/2019","8:30","17:30"
"2","NSW","Banks","1","Sydney BANKS PPVC","Royal Exchange Building","9/56 Pitt St","","","SYDNEY","NSW","2000","97610","Royal Exchange Building","9/56 Pitt St  ","SYDNEY","","","-33.8638565","151.2092587","1133751","None","523","0","15/05/2019","15/05/2019","8:30","18:00"
"2","NSW","Banks","1","Sydney BANKS PPVC","Royal Exchange Building","9/56 Pitt St","","","SYDNEY","NSW","2000","97610","Royal Exchange Building","9/56 Pitt St  ","SYDNEY","","","-33.8638565","151.2092587","1133751","None","523","0","16/05/2019","16/05/2019","8:30","17:30"
"2","NSW","Banks","1","Sydney BANKS PPVC","Royal Exchange Building","9/56 Pitt St","","","SYDNEY","NSW","2000","97610","Royal Exchange Building","9/56 Pitt St  ","SYDNEY","","","-33.8638565","151.2092587","1133751","None","523","0","17/05/2019","17/05/2019","8:30","18:00"
"2","NSW","Barton","2","Belmore BARTON PPVC","Belmore Church of Christ","476 Burwood Rd","","","BELMORE","NSW","2192","65982","Belmore Church of Christ","476 Burwood Rd  ","BELMORE","","","-33.9133950","151.1044190","1136240","Assisted","1386","0","29/04/2019","03/05/2019","8:30","17:30"
"2","NSW","Barton","2","Belmore BARTON PPVC","Belmore Church of Christ","476 Burwood Rd","","","BELMORE","NSW","2192","65982","Belmore Church of Christ","476 Burwood Rd  ","BELMORE","","","-33.9133950","151.1044190","1136240","Assisted","1386","0","06/05/2019","09/05/2019","8:30","17:30"
"2","NSW","Barton","2","Belmore BARTON PPVC","Belmore Church of Christ","476 Burwood Rd","","","BELMORE","NSW","2192","65982","Belmore Church of Christ","476 Burwood Rd  ","BELMORE","","","-33.9133950","151.1044190","1136240","Assisted","1386","0","10/05/2019","10/05/2019","8:30","18:00"
"2","NSW","Barton","2","Belmore BARTON PPVC","Belmore Church of Christ","476 Burwood Rd","","","BELMORE","NSW","2192","65982","Belmore Church of Christ","476 Burwood Rd  ","BELMORE","","","-33.9133950","151.1044190","1136240","Assisted","1386","0","11/05/2019","11/05/2019","9:00","16:00"
"2","NSW","Barton","2","Belmore BARTON PPVC","Belmore Church of Christ","476 Burwood Rd","","","BELMORE","NSW","2192","65982","Belmore Church of Christ","476 Burwood Rd  ","BELMORE","","","-33.9133950","151.1044190","1136240","Assisted","1386","0","13/05/2019","14/05/2019","8:30","17:30"
"2","NSW","Barton","2","Belmore BARTON PPVC","Belmore Church of Christ","476 Burwood Rd","","","BELMORE","NSW","2192","65982","Belmore Church of Christ","476 Burwood Rd  ","BELMORE","","","-33.9133950","151.1044190","1136240","Assisted","1386","0","15/05/2019","15/05/2019","8:30","18:00"
"2","NSW","Barton","2","Belmore BARTON PPVC","Belmore Church of Christ","476 Burwood Rd","","","BELMORE","NSW","2192","65982","Belmore Church of Christ","476 Burwood Rd  ","BELMORE","","","-33.9133950","151.1044190","1136240","Assisted","1386","0","16/05/2019","16/05/2019","8:30","17:30"
"2","NSW","Barton","2","Belmore BARTON PPVC","Belmore Church of Christ","476 Burwood Rd","","","BELMORE","NSW","2192","65982","Belmore Church of Christ","476 Burwood Rd  ","BELMORE","","","-33.9133950","151.1044190","1136240","Assisted","1386","0","17/05/2019","17/05/2019","8:30","18:00"
"2","NSW","Barton","2","Central Sydney BARTON PPVC","Central Railway Station","Eddy Ave","Ground Floor","Former Coach Terminal","HAYMARKET","NSW","2000","97585","Central Railway Station","Eddy Ave Ground Floor Former Coach T","HAYMARKET","","","-33.8824351","151.2063239","1133714","Assisted","762","0","29/04/2019","03/05/2019","8:30","17:30"
"2","NSW","Barton","2","Central Sydney BARTON PPVC","Central Railway Station","Eddy Ave","Ground Floor","Former Coach Terminal","HAYMARKET","NSW","2000","97585","Central Railway Station","Eddy Ave Ground Floor Former Coach T","HAYMARKET","","","-33.8824351","151.2063239","1133714","Assisted","762","0","06/05/2019","09/05/2019","8:30","17:30"
"2","NSW","Barton","2","Central Sydney BARTON PPVC","Central Railway Station","Eddy Ave","Ground Floor","Former Coach Terminal","HAYMARKET","NSW","2000","97585","Central Railway Station","Eddy Ave Ground Floor Former Coach T","HAYMARKET","","","-33.8824351","151.2063239","1133714","Assisted","762","0","10/05/2019","10/05/2019","8:30","18:00"
"2","NSW","Barton","2","Central Sydney BARTON PPVC","Central Railway Station","Eddy Ave","Ground Floor","Former Coach Terminal","HAYMARKET","NSW","2000","97585","Central Railway Station","Eddy Ave Ground Floor Former Coach T","HAYMARKET","","","-33.8824351","151.2063239","1133714","Assisted","762","0","11/05/2019","11/05/2019","9:00","16:00"
"2","NSW","Barton","2","Central Sydney BARTON PPVC","Central Railway Station","Eddy Ave","Ground Floor","Former Coach Terminal","HAYMARKET","NSW","2000","97585","Central Railway Station","Eddy Ave Ground Floor Former Coach T","HAYMARKET","","","-33.8824351","151.2063239","1133714","Assisted","762","0","13/05/2019","14/05/2019","8:30","17:30"
"2","NSW","Barton","2","Central Sydney BARTON PPVC","Central Railway Station","Eddy Ave","Ground Floor","Former Coach Terminal","HAYMARKET","NSW","2000","97585","Central Railway Station","Eddy Ave Ground Floor Former Coach T","HAYMARKET","","","-33.8824351","151.2063239","1133714","Assisted","762","0","15/05/2019","15/05/2019","8:30","18:00"
"2","NSW","Barton","2","Central Sydney BARTON PPVC","Central Railway Station","Eddy Ave","Ground Floor","Former Coach Terminal","HAYMARKET","NSW","2000","97585","Central Railway Station","Eddy Ave Ground Floor Former Coach T","HAYMARKET","","","-33.8824351","151.2063239","1133714","Assisted","762","0","16/05/2019","16/05/2019","8:30","17:30"
"2","NSW","Barton","2","Central Sydney BARTON PPVC","Central Railway Station","Eddy Ave","Ground Floor","Former Coach Terminal","HAYMARKET","NSW","2000","97585","Central Railway Station","Eddy Ave Ground Floor Former Coach T","HAYMARKET","","","-33.8824351","151.2063239","1133714","Assisted","762","0","17/05/2019","17/05/2019","8:30","18:00"
"2","NSW","Barton","2","Hurstville BARTON PPVC","Level 1, 8 Woodville St","","","","HURSTVILLE","NSW","2220","65171","Level 1, 8 Woodville St","  ","HURSTVILLE","","","-33.9649241","151.1031761","1136831","Assisted","15038","1597","29/04/2019","03/05/2019","8:30","17:30"
"2","NSW","Barton","2","Hurstville BARTON PPVC","Level 1, 8 Woodville St","","","","HURSTVILLE","NSW","2220","65171","Level 1, 8 Woodville St","  ","HURSTVILLE","","","-33.9649241","151.1031761","1136831","Assisted","15038","1597","06/05/2019","09/05/2019","8:30","17:30"
"2","NSW","Barton","2","Hurstville BARTON PPVC","Level 1, 8 Woodville St","","","","HURSTVILLE","NSW","2220","65171","Level 1, 8 Woodville St","  ","HURSTVILLE","","","-33.9649241","151.1031761","1136831","Assisted","15038","1597","10/05/2019","10/05/2019","8:30","18:00"
"2","NSW","Barton","2","Hurstville BARTON PPVC","Level 1, 8 Woodville St","","","","HURSTVILLE","NSW","2220","65171","Level 1, 8 Woodville St","  ","HURSTVILLE","","","-33.9649241","151.1031761","1136831","Assisted","15038","1597","11/05/2019","11/05/2019","9:00","16:00"
"2","NSW","Barton","2","Hurstville BARTON PPVC","Level 1, 8 Woodville St","","","","HURSTVILLE","NSW","2220","65171","Level 1, 8 Woodville St","  ","HURSTVILLE","","","-33.9649241","151.1031761","1136831","Assisted","15038","1597","13/05/2019","14/05/2019","8:30","17:30"
"2","NSW","Barton","2","Hurstville BARTON PPVC","Level 1, 8 Woodville St","","","","HURSTVILLE","NSW","2220","65171","Level 1, 8 Woodville St","  ","HURSTVILLE","","","-33.9649241","151.1031761","1136831","Assisted","15038","1597","15/05/2019","15/05/2019","8:30","18:00"
"2","NSW","Barton","2","Hurstville BARTON PPVC","Level 1, 8 Woodville St","","","","HURSTVILLE","NSW","2220","65171","Level 1, 8 Woodville St","  ","HURSTVILLE","","","-33.9649241","151.1031761","1136831","Assisted","15038","1597","16/05/2019","16/05/2019","8:30","17:30"
"2","NSW","Barton","2","Hurstville BARTON PPVC","Level 1, 8 Woodville St","","","","HURSTVILLE","NSW","2220","65171","Level 1, 8 Woodville St","  ","HURSTVILLE","","","-33.9649241","151.1031761","1136831","Assisted","15038","1597","17/05/2019","17/05/2019","8:30","18:00"
"2","NSW","Barton","2","Hurstville BARTON PPVC","Level 1, 8 Woodville St","","","","HURSTVILLE","NSW","2220","65171","Level 1, 8 Woodville St","  ","HURSTVILLE","","","-33.9649241","151.1031761","1136831","Assisted","15038","1597","18/05/2019","18/05/2019","8:00","18:00"
"2","NSW","Barton","2","Marrickville BARTON PPVC","Marrickville Town Hall","303 Marrickville Rd","","","MARRICKVILLE","NSW","2204","65249","Marrickville Town Hall","303 Marrickville Rd  ","MARRICKVILLE","","","-33.9136880","151.1618520","1132642","Assisted","2348","0","29/04/2019","03/05/2019","8:30","17:30"
"2","NSW","Barton","2","Marrickville BARTON PPVC","Marrickville Town Hall","303 Marrickville Rd","","","MARRICKVILLE","NSW","2204","65249","Marrickville Town Hall","303 Marrickville Rd  ","MARRICKVILLE","","","-33.9136880","151.1618520","1132642","Assisted","2348","0","06/05/2019","09/05/2019","8:30","17:30"
"2","NSW","Barton","2","Marrickville BARTON PPVC","Marrickville Town Hall","303 Marrickville Rd","","","MARRICKVILLE","NSW","2204","65249","Marrickville Town Hall","303 Marrickville Rd  ","MARRICKVILLE","","","-33.9136880","151.1618520","1132642","Assisted","2348","0","10/05/2019","10/05/2019","8:30","18:00"
"2","NSW","Barton","2","Marrickville BARTON PPVC","Marrickville Town Hall","303 Marrickville Rd","","","MARRICKVILLE","NSW","2204","65249","Marrickville Town Hall","303 Marrickville Rd  ","MARRICKVILLE","","","-33.9136880","151.1618520","1132642","Assisted","2348","0","11/05/2019","11/05/2019","9:00","16:00"
"2","NSW","Barton","2","Marrickville BARTON PPVC","Marrickville Town Hall","303 Marrickville Rd","","","MARRICKVILLE","NSW","2204","65249","Marrickville Town Hall","303 Marrickville Rd  ","MARRICKVILLE","","","-33.9136880","151.1618520","1132642","Assisted","2348","0","13/05/2019","14/05/2019","8:30","17:30"
"2","NSW","Barton","2","Marrickville BARTON PPVC","Marrickville Town Hall","303 Marrickville Rd","","","MARRICKVILLE","NSW","2204","65249","Marrickville Town Hall","303 Marrickville Rd  ","MARRICKVILLE","","","-33.9136880","151.1618520","1132642","Assisted","2348","0","15/05/2019","15/05/2019","8:30","18:00"
"2","NSW","Barton","2","Marrickville BARTON PPVC","Marrickville Town Hall","303 Marrickville Rd","","","MARRICKVILLE","NSW","2204","65249","Marrickville Town Hall","303 Marrickville Rd  ","MARRICKVILLE","","","-33.9136880","151.1618520","1132642","Assisted","2348","0","16/05/2019","16/05/2019","8:30","17:30"
"2","NSW","Barton","2","Marrickville BARTON PPVC","Marrickville Town Hall","303 Marrickville Rd","","","MARRICKVILLE","NSW","2204","65249","Marrickville Town Hall","303 Marrickville Rd  ","MARRICKVILLE","","","-33.9136880","151.1618520","1132642","Assisted","2348","0","17/05/2019","17/05/2019","8:30","18:00"
"2","NSW","Barton","2","Rockdale BARTON PPVC","Ground Level, 81 Railway St","Ground Level, 81 Railway St","","","ROCKDALE","NSW","2216","33869","Ground Level, 81 Railway St","Ground Level, 81 Railway St  ","ROCKDALE","","","-33.9512665","151.1364055","1138104","Assisted","8650","1175","29/04/2019","03/05/2019","8:30","17:30"
"2","NSW","Barton","2","Rockdale BARTON PPVC","Ground Level, 81 Railway St","Ground Level, 81 Railway St","","","ROCKDALE","NSW","2216","33869","Ground Level, 81 Railway St","Ground Level, 81 Railway St  ","ROCKDALE","","","-33.9512665","151.1364055","1138104","Assisted","8650","1175","06/05/2019","09/05/2019","8:30","17:30"
"2","NSW","Barton","2","Rockdale BARTON PPVC","Ground Level, 81 Railway St","Ground Level, 81 Railway St","","","ROCKDALE","NSW","2216","33869","Ground Level, 81 Railway St","Ground Level, 81 Railway St  ","ROCKDALE","","","-33.9512665","151.1364055","1138104","Assisted","8650","1175","10/05/2019","10/05/2019","8:30","18:00"
"2","NSW","Barton","2","Rockdale BARTON PPVC","Ground Level, 81 Railway St","Ground Level, 81 Railway St","","","ROCKDALE","NSW","2216","33869","Ground Level, 81 Railway St","Ground Level, 81 Railway St  ","ROCKDALE","","","-33.9512665","151.1364055","1138104","Assisted","8650","1175","11/05/2019","11/05/2019","9:00","16:00"
"2","NSW","Barton","2","Rockdale BARTON PPVC","Ground Level, 81 Railway St","Ground Level, 81 Railway St","","","ROCKDALE","NSW","2216","33869","Ground Level, 81 Railway St","Ground Level, 81 Railway St  ","ROCKDALE","","","-33.9512665","151.1364055","1138104","Assisted","8650","1175","13/05/2019","14/05/2019","8:30","17:30"
"2","NSW","Barton","2","Rockdale BARTON PPVC","Ground Level, 81 Railway St","Ground Level, 81 Railway St","","","ROCKDALE","NSW","2216","33869","Ground Level, 81 Railway St","Ground Level, 81 Railway St  ","ROCKDALE","","","-33.9512665","151.1364055","1138104","Assisted","8650","1175","15/05/2019","15/05/2019","8:30","18:00"
"2","NSW","Barton","2","Rockdale BARTON PPVC","Ground Level, 81 Railway St","Ground Level, 81 Railway St","","","ROCKDALE","NSW","2216","33869","Ground Level, 81 Railway St","Ground Level, 81 Railway St  ","ROCKDALE","","","-33.9512665","151.1364055","1138104","Assisted","8650","1175","16/05/2019","16/05/2019","8:30","17:30"
"2","NSW","Barton","2","Rockdale BARTON PPVC","Ground Level, 81 Railway St","Ground Level, 81 Railway St","","","ROCKDALE","NSW","2216","33869","Ground Level, 81 Railway St","Ground Level, 81 Railway St  ","ROCKDALE","","","-33.9512665","151.1364055","1138104","Assisted","8650","1175","17/05/2019","17/05/2019","8:30","18:00"
"2","NSW","Barton","2","Rockdale BARTON PPVC","Ground Level, 81 Railway St","Ground Level, 81 Railway St","","","ROCKDALE","NSW","2216","33869","Ground Level, 81 Railway St","Ground Level, 81 Railway St  ","ROCKDALE","","","-33.9512665","151.1364055","1138104","Assisted","8650","1175","18/05/2019","18/05/2019","8:00","18:00"
"2","NSW","Barton","2","Sydney BARTON PPVC","Royal Exchange Building","9/56 Pitt St","","","SYDNEY","NSW","2000","97609","Royal Exchange Building","9/56 Pitt St  ","SYDNEY","","","-33.8638565","151.2092587","1133751","None","762","0","29/04/2019","03/05/2019","8:30","17:30"
"2","NSW","Barton","2","Sydney BARTON PPVC","Royal Exchange Building","9/56 Pitt St","","","SYDNEY","NSW","2000","97609","Royal Exchange Building","9/56 Pitt St  ","SYDNEY","","","-33.8638565","151.2092587","1133751","None","762","0","06/05/2019","09/05/2019","8:30","17:30"
"2","NSW","Barton","2","Sydney BARTON PPVC","Royal Exchange Building","9/56 Pitt St","","","SYDNEY","NSW","2000","97609","Royal Exchange Building","9/56 Pitt St  ","SYDNEY","","","-33.8638565","151.2092587","1133751","None","762","0","10/05/2019","10/05/2019","8:30","18:00"
"2","NSW","Barton","2","Sydney BARTON PPVC","Royal Exchange Building","9/56 Pitt St","","","SYDNEY","NSW","2000","97609","Royal Exchange Building","9/56 Pitt St  ","SYDNEY","","","-33.8638565","151.2092587","1133751","None","762","0","11/05/2019","11/05/2019","9:00","16:00"
"2","NSW","Barton","2","Sydney BARTON PPVC","Royal Exchange Building","9/56 Pitt St","","","SYDNEY","NSW","2000","97609","Royal Exchange Building","9/56 Pitt St  ","SYDNEY","","","-33.8638565","151.2092587","1133751","None","762","0","13/05/2019","14/05/2019","8:30","17:30"
"2","NSW","Barton","2","Sydney BARTON PPVC","Royal Exchange Building","9/56 Pitt St","","","SYDNEY","NSW","2000","97609","Royal Exchange Building","9/56 Pitt St  ","SYDNEY","","","-33.8638565","151.2092587","1133751","None","762","0","15/05/2019","15/05/2019","8:30","18:00"
"2","NSW","Barton","2","Sydney BARTON PPVC","Royal Exchange Building","9/56 Pitt St","","","SYDNEY","NSW","2000","97609","Royal Exchange Building","9/56 Pitt St  ","SYDNEY","","","-33.8638565","151.2092587","1133751","None","762","0","16/05/2019","16/05/2019","8:30","17:30"
"2","NSW","Barton","2","Sydney BARTON PPVC","Royal Exchange Building","9/56 Pitt St","","","SYDNEY","NSW","2000","97609","Royal Exchange Building","9/56 Pitt St  ","SYDNEY","","","-33.8638565","151.2092587","1133751","None","762","0","17/05/2019","17/05/2019","8:30","18:00"
"2","NSW","Bennelong","3","Central Sydney BENNELONG PPVC","Central Railway Station","Eddy Ave","Ground Floor","Former Coach Terminal","HAYMARKET","NSW","2000","97587","Central Railway Station","Eddy Ave Ground Floor Former Coach T","HAYMARKET","","","-33.8824351","151.2063239","1133714","Assisted","763","0","29/04/2019","03/05/2019","8:30","17:30"
"2","NSW","Bennelong","3","Central Sydney BENNELONG PPVC","Central Railway Station","Eddy Ave","Ground Floor","Former Coach Terminal","HAYMARKET","NSW","2000","97587","Central Railway Station","Eddy Ave Ground Floor Former Coach T","HAYMARKET","","","-33.8824351","151.2063239","1133714","Assisted","763","0","06/05/2019","09/05/2019","8:30","17:30"
"2","NSW","Bennelong","3","Central Sydney BENNELONG PPVC","Central Railway Station","Eddy Ave","Ground Floor","Former Coach Terminal","HAYMARKET","NSW","2000","97587","Central Railway Station","Eddy Ave Ground Floor Former Coach T","HAYMARKET","","","-33.8824351","151.2063239","1133714","Assisted","763","0","10/05/2019","10/05/2019","8:30","18:00"
"2","NSW","Bennelong","3","Central Sydney BENNELONG PPVC","Central Railway Station","Eddy Ave","Ground Floor","Former Coach Terminal","HAYMARKET","NSW","2000","97587","Central Railway Station","Eddy Ave Ground Floor Former Coach T","HAYMARKET","","","-33.8824351","151.2063239","1133714","Assisted","763","0","11/05/2019","11/05/2019","9:00","16:00"
"2","NSW","Bennelong","3","Central Sydney BENNELONG PPVC","Central Railway Station","Eddy Ave","Ground Floor","Former Coach Terminal","HAYMARKET","NSW","2000","97587","Central Railway Station","Eddy Ave Ground Floor Former Coach T","HAYMARKET","","","-33.8824351","151.2063239","1133714","Assisted","763","0","13/05/2019","14/05/2019","8:30","17:30"
"2","NSW","Bennelong","3","Central Sydney BENNELONG PPVC","Central Railway Station","Eddy Ave","Ground Floor","Former Coach Terminal","HAYMARKET","NSW","2000","97587","Central Railway Station","Eddy Ave Ground Floor Former Coach T","HAYMARKET","","","-33.8824351","151.2063239","1133714","Assisted","763","0","15/05/2019","15/05/2019","8:30","18:00"
"2","NSW","Bennelong","3","Central Sydney BENNELONG PPVC","Central Railway Station","Eddy Ave","Ground Floor","Former Coach Terminal","HAYMARKET","NSW","2000","97587","Central Railway Station","Eddy Ave Ground Floor Former Coach T","HAYMARKET","","","-33.8824351","151.2063239","1133714","Assisted","763","0","16/05/2019","16/05/2019","8:30","17:30"
"2","NSW","Bennelong","3","Central Sydney BENNELONG PPVC","Central Railway Station","Eddy Ave","Ground Floor","Former Coach Terminal","HAYMARKET","NSW","2000","97587","Central Railway Station","Eddy Ave Ground Floor Former Coach T","HAYMARKET","","","-33.8824351","151.2063239","1133714","Assisted","763","0","17/05/2019","17/05/2019","8:30","18:00"
"2","NSW","Bennelong","3","Chatswood BENNELONG PPVC","Old Sydney Water Board Building","Lvl 3 Chatswood Rail Interchange","436 Victoria Ave","","CHATSWOOD","NSW","2067","65177","Old Sydney Water Board Building","Lvl 3 Chatswood Rail Interchange 436","CHATSWOOD","","","-33.7981824","151.1818539","1139802","Assisted","1396","0","29/04/2019","03/05/2019","8:30","17:30"
"2","NSW","Bennelong","3","Chatswood BENNELONG PPVC","Old Sydney Water Board Building","Lvl 3 Chatswood Rail Interchange","436 Victoria Ave","","CHATSWOOD","NSW","2067","65177","Old Sydney Water Board Building","Lvl 3 Chatswood Rail Interchange 436","CHATSWOOD","","","-33.7981824","151.1818539","1139802","Assisted","1396","0","06/05/2019","09/05/2019","8:30","17:30"
"2","NSW","Bennelong","3","Chatswood BENNELONG PPVC","Old Sydney Water Board Building","Lvl 3 Chatswood Rail Interchange","436 Victoria Ave","","CHATSWOOD","NSW","2067","65177","Old Sydney Water Board Building","Lvl 3 Chatswood Rail Interchange 436","CHATSWOOD","","","-33.7981824","151.1818539","1139802","Assisted","1396","0","10/05/2019","10/05/2019","8:30","18:00"
"2","NSW","Bennelong","3","Chatswood BENNELONG PPVC","Old Sydney Water Board Building","Lvl 3 Chatswood Rail Interchange","436 Victoria Ave","","CHATSWOOD","NSW","2067","65177","Old Sydney Water Board Building","Lvl 3 Chatswood Rail Interchange 436","CHATSWOOD","","","-33.7981824","151.1818539","1139802","Assisted","1396","0","11/05/2019","11/05/2019","9:00","16:00"
"2","NSW","Bennelong","3","Chatswood BENNELONG PPVC","Old Sydney Water Board Building","Lvl 3 Chatswood Rail Interchange","436 Victoria Ave","","CHATSWOOD","NSW","2067","65177","Old Sydney Water Board Building","Lvl 3 Chatswood Rail Interchange 436","CHATSWOOD","","","-33.7981824","151.1818539","1139802","Assisted","1396","0","13/05/2019","14/05/2019","8:30","17:30"
